id,style,name,alcohol_by_volume,brewery_id,description,TRUE
5063,"Oatmeal Stout","Scratch #15 2008",6,1286,"Scratch #15-2008 is our first collaborative beer in the Scratch series. We teamed up with St. Thomas Roasters of Linglestown to create a Double Espresso Oatmeal Stout.


The double in the name refers to the espresso (not the alcohol). Scratch #15â€™s espresso blend is a medium city-type roast featuring beans from three continents. St. Thomas Roasters roasted and ground the beans; we used them in our hopback. At the end of the boil the hot wort passed through the espresso beans to give a lush coffee espresso nose and hints of coffee flavor.


Chocolate, roasted and caramel malt flavors stand out, while the addition of oats gives Scratch #15 a full, round mouth feel. Galena and Ken Goldings hops are added to balance the overall flavor and not drive up the bitterness. The head retention diminishes quickly because of the oils from the espresso beans.",1
5065,"American-Style India Pale Ale","Chico Estate Harvest Ale",6.6999998093,1142,"We wanted to see if we could grow hops at our brewery in Chico, California so we planted our own hop field selecting our prized Cascade and Centennial varieties along with some specialty hop varieties to experiment with. To our surprise, we not only could grow hops, we were also able to harvest them in late summer due to Chicoâ€™s ideal climate. 


Chico Estate Harvest Ale is one of the very few estate harvest ales produced anywhere in the world today. All the hops in the beer are grown naturally on the premises of our brewery in Chico. We pick the hops ourselves and then take them directly to the brew kettle, without being dried, just after picking so they retain nearly all of their natural oils and resins. It is made with Cascade, Centennial and Chinook hops. Until now, this beer has only been available in draft. Starting this year, we will be bottling it on a very limited basis, with plans to expand its availability as we expand our Chico hop field in the coming years.",1
5066,"American-Style Pale Ale","Southern Hemisphere Harvest Fresh Hop  Ale",6.6999998093,1142,"Our newest addition to our Harvest family is Southern Hemisphere Harvest. This is the first time we know of that an American brewer has put out a beer with fresh-picked hops from the southern hemisphere. The inaugural ale will debut in late April and will feature fresh Pacific Hallertau, New Zealand Motueka and New Zealand Southern Cross hops, all from New Zealand. 


Like our Celebration Ale, the fresh hops in this beer are dried right after being picked then shipped immediately to Chico for brewing so that they retain their peak aromatics and flavors. To ensure the freshest hops possible, we went to the added expense of flying these hops from New Zealand to Chico so we could brew with them the week after they were picked.",1
5067,"Other Belgian-Style Ales","Pays du Soleil",8,1093,"Amber ale with Palmetto berries and hibiscus.",1
5068,"Belgian-Style Pale Ale",Alpha,6.1999998093,1352,"Alpha, the first entry in our one-off, brewer's choice series is a Belgian-style Pale Ale at 6.2% ABV. Brewed with Pale, Carahell and Wheat malts, Amarillo and Cascade hops. This medium bodied beer is crisp on the palate with a smooth, not overly bitter hops flavor coupled with the fruity esters from the Belgian Abby yeast strain we used. Its bottle and keg conditioned, so expect a tall, fluffy head, and perhaps small amount of sediment. Just one batch was brewed in April 2008, kegs released in late May, and only 20 cases of bottles for sale only at the brewery at the special debut night event of June 13, 2008, from 5 to 8 pm. Recipe by Jeff Musselman, assistant brewer.",1
5069,"Light American Wheat Ale or Lager",Bravo,6.5,1352,"As for Bravo, according to Head Brewer, Chris Wilson, the base of the beer comes from pale, wheat, and crystal malts and features some roasted barley while Pilgrim and Hallertauer make up the light hop profile.",1
5075,"Fruit Beer","Sea Dog Apricot Wheat",3.5,1125,"Sea Dog Apricot Wheat Beer is a crisp and quenching wheat ale with a subtle essence of fresh apricots.",1
5076,"Fruit Beer","Sea Dog Blue Paw Wheat",3.5,1125,"Our unique contribution to the fruit ale category features the nutty quench of wheat ale combined with the delightful aromatics and subtle fruit flavor contributed by Maine wild blueberries.",1
5077,"American-Style Amber/Red Ale","Pyramid Broken Rake",6.0999999046,1031,"Mahogany in color, this full-bodied ale features a floral aroma and malty finish for a taste that's the perfect accompaniment to a crisp autumn afternoon.",1
5084,"American-Style Amber/Red Ale","Marzoni's Amber Lager",6.0999999046,833,"Slightly Malty Amber Lager",1
5085,"American-Style Light Lager","Locke Mountain Light",3.7000000477,833,"Refreshing Light-Bodied Golden Lager",1
5086,"Light American Wheat Ale or Lager","Highway 22 Wheat",4.6999998093,833,"Our Light-Bodied, Pleasantly Tart, American-Style Wheat",1
5087,"American-Style India Pale Ale","Avalanche IPA",6.9000000954,833,"Aggressively Bitter, Full-Bodied Ale with a Wonderful Floral Hop Aroma",1
5088,"American-Style Pale Ale","Patchway Pale Ale",5.5,833,"Nicely Hopped, Medium Bodied Pale Ale",1
5089,"American-Style Stout","Stone Mason Stout",6.0999999046,833,"Creamy and Dark with a Dry Roasted Finish",1
5097,"Scotch Ale","Shepard's Crook Scotish Ale",5.0999999046,1061,"Medium in body, brown in color, this ale is delightfully malty with complex caramel overtones lending to the smoothest finish you will ever experience! Donâ€™t be afraid of the dark and try this deceptive delight!!!",1
5098,"American-Style Brown Ale","LeRoy's Brown Ale",5.3000001907,1061,"Brewed in honor of Andrewâ€™s Grandfather LeRoy, this big bad nut brown ale has a fantastic malt character made up of caramel and chocolate flavors. One taste and you will see why this is the baddest beer in the whole damn town!!!",1
5099,"American-Style Pale Ale","Melting Pot Pale Ale",5.5,1061,"If you liked the Nobleman this one should blow you away! We took malt and hops from around the world to create this International Pale ale! This beer has an incredible amount of hop flavor and the perfect hop bite!",1
5100,"American-Style India Pale Ale","Old Wylie's IPA",6.1999998093,1061,"In honor of our friend and mascot, Wylie the fish, we are hooking you up with an aggressively hopped India Pale, the staple for any fishing trip! This beer is a hop loverâ€™s dream!",1
5101,"Special Bitter or Best Bitter","Wells Bombardier English Bitter",5.1999998093,1348,,1
5107,"German-Style Pilsener","Baron Pilsner",4.6999998093,82,"Our pilsner is a traditional Northern German Style Pilsner. It has a fantastic malty aroma with a slight spice from the hops. The head is brilliant white and floats on the clean pale lager. The sparkling mouthfeel gives way to a soft malt sweetness that is followed by a long, dry, crisp finish. The balanced clean finish taunts the mouth to take another drink. Lagered for a minimum of 8-12 weeks to ensure smoothness and drinkability.


All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",1
5108,"German-Style Schwarzbier","Baron Schwarzbier",4.9000000954,82,"The Baron Schwarzbier is a classic German black lager, deep black with ruby and brown highlights. At first the Schwarzbier starts with a slight roasty nose and taste, followed by a faint chocolate-malty body with a very crisp, clean, lagered finish. Lagered for an average of 10-12 weeks to provide a very smooth, easy drinking Schwarzbier with full flavor provided by the dark malts. 


All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",1
5110,"German-Style Heller Bock/Maibock","Baron Helles Bock",6.4000000954,82,"The Helles-Bock is similar to a traditional Maibock. Bocks are traditionally brewed in the winter / early spring months and are served during the spring / early summer months. The Helles Bock has a copper golden color with a brilliant white head. The body showcases a clean sweet maltiness that is offset by just enough hops to balance it. Very smooth and easy, drinkable yet deceptive at 6.4%.


All ingredients for the beer are imported from Germany. Brewed in accordance to the German Beer Purity Law (Reinheitsgebot) of 1516.",1
5111,"German-Style Oktoberfest","HofbrÃ¤u Oktoberfestbier",6.3000001907,1191,"HofbrÃ¤u brews a rich, full-bodied beer which goes down ideally with traditional Bavarian cuisine. With its deliciously bitter taste and alcoholic content of 6.3% volume, HofbrÃ¤u Oktoberfestbier is as special as the Beer Festival itself.


Type: Bottom-fermented, light festive beer",1
5112,"American-Style Amber/Red Ale","Red Seal Ale",5.5,919,"Malt and hops are beautifully married in this full-bodied, copper-red Pale Ale. Red Seal is generously hopped for a long, spicy finish.",1
5113,"Belgian-Style Quadrupel","Venus - Belgian-style Quadrupel",16,858,"Venusâ€”goddess of love and beautyâ€”exudes grace and voluptuousness. Indulgent with lush dark malts and sensuous star anise, VENUS is decadent and divine in body and spirit. Leisure lounging in French oak Cabernet Sauvignon wine casks results in a lovely liquid feast of fabulously luxurious flavors.",1
5114,"Pumpkin Beer","Imperial Chocolate Pumpkin Porter",7.8000001907,858,"Intriguing doses of sweet spices, dark cocoa and pumpkin transform an exceptional porter into a

mesmerizing potion. Pour this tantalizing brew into a snifter and seek solace in the depths of its fascinating flavors. Cinnamon, nutmeg and cloves seem familiar but this brew is cloaked in deep, dark secrets that will forever haunt you.


This beer is like nothing you have ever experienced. It is a majestic mÃ©lange of rich, impressive flavors that meld wonderfully with the

warmth of alcohol. Will it appease or awaken your spirit?",1
5115,"Imperial or Double India Pale Ale","Obliteration IV",8.6999998093,858,"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the

world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.


Obliteration IV is a tremendous Double Wheat beer. Its aroma is pungent with fragrant notes of citrus, spice, pine and alcohol. An even malt-to-wheat ratio provides a sturdy yet satisfying base for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. An American wheat beer yeast allows Obliteration IV to finish with unadulterated hop bitterness.",1
